Year,Job Code,Job Title,Job Family,Race with the Machine,Race ahead of the Machine,Changing the Course of the Race,Race against the Machine,Running a Different Race
2008,11-3131,Training and Development Managers,Management Occupations,0.19608457821972114,0.1935687032619274,0.05954876519254221,0.0,0.013688283966437195
2008,11-9021,Construction Managers,Management Occupations,0.1347261397865597,0.11716900477081157,0.10754107010676073,0.001971781991159412,0.12444194505146591
2008,11-9031,"Education and Childcare Administrators, Preschool and Daycare",Management Occupations,0.22530518796867016,0.1341607661597933,0.06363536217199925,0.00866974751835776,0.026618307591089168
2008,11-9032,"Education Administrators, Kindergarten through Secondary",Management Occupations,0.21617672331050486,0.17488257430200196,0.06310885354321029,0.001120335801867089,0.013566988030425404
2008,11-9033,"Education Administrators, Postsecondary",Management Occupations,0.19762542085168588,0.18774806453129184,0.07814855656111416,0.0,0.006513023926650971
2008,11-9041,Architectural and Engineering Managers,Management Occupations,0.16135883634442977,0.16725849360082484,0.11818552155880319,0.0,0.038533390917011266
2008,11-9051,Food Service Managers,Management Occupations,0.20565112658245094,0.07340658078862161,0.08468131539815096,0.040415898822713306,0.07084079850259636
2008,11-9071,Gambling Managers,Management Occupations,0.2099809452543816,0.12050196664708586,0.0962358227725921,0.024062142982795815,0.030023473501458713
2008,11-9081,Lodging Managers,Management Occupations,0.22429889824159494,0.16552141084885091,0.06675147588600588,0.0,0.011819512819747156
2008,11-9111,Medical and Health Services Managers,Management Occupations,0.21428256398366116,0.16009633164045595,0.09677637095783462,0.0,0.006574707650890048
2008,11-9121,Natural Sciences Managers,Management Occupations,0.14250600642313144,0.18859685360960474,0.11777428728277876,0.0,0.03490282913653742
2008,11-9131,Postmasters and Mail Superintendents,Management Occupations,0.20577914873773334,0.13545996933650428,0.10834601456066616,0.00720273810301074,0.027317997613638186
2008,11-9141,"Property, Real Estate, and Community Association Managers",Management Occupations,0.261006199566044,0.13554831520434574,0.05476429229904782,0.0,0.03440076847010315
2008,11-9151,Social and Community Service Managers,Management Occupations,0.1937187774770898,0.1777028957937461,0.08352878998141625,0.0018638814497033455,0.012653922408148778
2008,11-9161,Emergency Management Directors,Management Occupations,0.16454321939905087,0.16882497644280298,0.10884384082609683,0.0,0.036587181242511334
2008,11-9171,Funeral Home Managers,Management Occupations,0.19262861247136379,0.07212082231275747,0.07279448027554475,0.025064944906875792,0.11633413307663422
2008,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Business and Financial Operations Occupations,0.2108463942260342,0.1945271022674998,0.06120924029163854,0.0,0.003544538603173242
2008,13-1020,Buyers and Purchasing Agents,Business and Financial Operations Occupations,0.1785061193222943,0.18124042241142702,0.1132584057460183,0.0,0.02618813707232494
2008,13-1031,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations Occupations,0.1556936371212948,0.19270785287982628,0.1516173870607364,0.005241360717712325,0.0043459528683436905
2008,13-1032,"Insurance Appraisers, Auto Damage",Business and Financial Operations Occupations,0.1530175884099383,0.17157290454826754,0.04407501187002996,0.0023534408274157198,0.1096024086824962
2008,13-1041,Compliance Officers,Business and Financial Operations Occupations,0.11636217104372093,0.12729414993147514,0.1793046751278664,0.004224762070581871,0.0662756284064463
2008,13-1051,Cost Estimators,Business and Financial Operations Occupations,0.10525931524282055,0.17996817991783753,0.1982161986583522,0.0,0.030343176748960202
2008,13-1071,Human Resources Specialists,Business and Financial Operations Occupations,0.225028264275274,0.17870591066052693,0.07160396633275914,0.0009361513885073439,0.0
2008,13-1081,Logisticians,Business and Financial Operations Occupations,0.14541820204930753,0.19083900799160242,0.1198069223883293,0.003322719201249055,0.022071189764253568
2008,13-1111,Management Analysts,Business and Financial Operations Occupations,0.11447942009161696,0.19666895391998732,0.10930493795615193,0.0,0.06899755614565307
2008,13-1121,"Meeting, Convention, and Event Planners",Business and Financial Operations Occupations,0.1883841642663257,0.16037871920120983,0.05863518009281195,0.021086449812195786,0.050738632217116775
2008,13-1141,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations Occupations,0.1219265920611568,0.2016250337512122,0.1839320384242775,0.010348562619878026,0.0
2008,13-1151,Training and Development Specialists,Business and Financial Operations Occupations,0.17372510865323063,0.20807537651799052,0.07692650594136934,0.0,0.009588263684351842
2008,13-1161,Market Research Analysts and Marketing Specialists,Business and Financial Operations Occupations,0.10822003986716999,0.2332429694569279,0.14326404104180326,0.0,0.015536662088584072
2008,13-2011,Accountants and Auditors,Business and Financial Operations Occupations,0.09939123267194998,0.19005472027023498,0.2277918326980919,0.0,0.000130449568674391
2008,13-2020,Property Appraisers and Assessors,Business and Financial Operations Occupations,0.0761860066838124,0.14358552675841166,0.22690315874463932,0.0,0.06824545699362167
2008,13-2031,Budget Analysts,Business and Financial Operations Occupations,0.06869102758980372,0.21041006050125402,0.24915750325756436,0.0032805607733601898,0.00929807104801659
2008,13-2041,Credit Analysts,Business and Financial Operations Occupations,0.03499541120016569,0.23316628760590005,0.23968649071276135,0.030623952279524472,0.0
2008,13-2052,Personal Financial Advisors,Business and Financial Operations Occupations,0.11993698695317441,0.2019072637327941,0.15785134735946538,0.0,0.007205211193163489
2008,13-2053,Insurance Underwriters,Business and Financial Operations Occupations,0.09302315597047808,0.16510265015338152,0.2461736172132462,0.008327244658366916,0.0
2008,13-2061,Financial Examiners,Business and Financial Operations Occupations,0.12539678502444804,0.16634869357372908,0.19004903368966136,0.0,0.014519662152995643
2008,13-2071,Credit Counselors,Business and Financial Operations Occupations,0.13369436561455397,0.14603844686548112,0.19355680438785652,0.0,0.020721531608901736
2008,13-2072,Loan Officers,Business and Financial Operations Occupations,0.21667427065265193,0.1535459793450699,0.11780721236506461,0.0028657775768736473,0.00261304923027974
2008,13-2081,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations Occupations,0.08368008279515701,0.14520595078376003,0.28178441839974455,0.016075835257443077,0.0022530927559103148
2008,13-2082,Tax Preparers,Business and Financial Operations Occupations,0.09390612867469368,0.20196183201248175,0.22676260983512136,0.0,0.006237894319750311
2008,13-2098,Financial and Investment Analysts,Business and Financial Operations Occupations,0.10751707989122303,0.2313414019701245,0.1492590090521929,0.0,0.005528939336186367
2008,15-1211,Computer Systems Analysts,Computer and Mathematical Occupations,0.04563136383130029,0.2457231062629817,0.1366074812499519,0.0,0.0773949085414629
2008,15-1221,Computer and Information Research Scientists,Computer and Mathematical Occupations,0.07961045883179028,0.2374034607198247,0.1419654052948873,0.005985797285723842,0.028013787835742127
2008,15-1232,Computer User Support Specialists,Computer and Mathematical Occupations,0.05922468474018754,0.19364165041793488,0.17332173623965474,0.023962099040270517,0.06624788956773249
2008,15-1244,Network and Computer Systems Administrators,Computer and Mathematical Occupations,0.03398956249908422,0.18522185256192564,0.19092519894645552,0.013170735988162673,0.09834353900834349
2008,15-1245,Database Administrators,Computer and Mathematical Occupations,0.03588357814985095,0.25231549157659405,0.21145671811129924,0.026756989930281576,0.01056818645077478
2008,15-1251,Computer Programmers,Computer and Mathematical Occupations,0.03031799265658386,0.27640726136637694,0.14572630007696216,0.008212242615409747,0.05196697523466498
2008,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,Computer and Mathematical Occupations,0.033565227888283186,0.25808888349307785,0.15578556471787847,0.006142228949876375,0.05717128503041568
2008,15-2011,Actuaries,Computer and Mathematical Occupations,0.055926997394725564,0.20181826631414349,0.2257312792287045,0.0019265008086670732,0.02605429929527909
2008,15-2021,Mathematicians,Computer and Mathematical Occupations,0.005581045978435364,0.2806359417905252,0.20802798724143284,0.0,0.00641436705999022
2008,15-2031,Operations Research Analysts,Computer and Mathematical Occupations,0.020582070823372888,0.2877269840123797,0.17436076933036,0.0,0.018878381029288703
2008,15-2041,Statisticians,Computer and Mathematical Occupations,0.037306724404044665,0.19112936178962964,0.2656381742460271,0.006062048163471878,0.01850746664679173
2008,17-1011,"Architects, Except Landscape and Naval",Architecture and Engineering Occupations,0.13017505540873225,0.19894748094806122,0.09234675172485327,0.0040133559150527815,0.05881814317126961
2008,17-1012,Landscape Architects,Architecture and Engineering Occupations,0.12446153933897425,0.1408805652715639,0.11444331288654874,0.0,0.10076874376106068
2008,17-1021,Cartographers and Photogrammetrists,Architecture and Engineering Occupations,0.009744765539649184,0.143255312074005,0.2738927006706905,0.027798289902851755,0.08471662788951402
2008,17-1022,Surveyors,Architecture and Engineering Occupations,0.0891003139659205,0.08192335090557033,0.13378102539643927,0.0415605623343015,0.14925053692601886
2008,17-2011,Aerospace Engineers,Architecture and Engineering Occupations,0.08680529249989372,0.2069156436447114,0.1450921614402828,0.002167070106411657,0.047766096683685956
2008,17-2021,Agricultural Engineers,Architecture and Engineering Occupations,0.06761628618986101,0.16623950798319542,0.1245860376742653,0.004100478541242358,0.12665214196407976
2008,17-2031,Bioengineers and Biomedical Engineers,Architecture and Engineering Occupations,0.0773789418224685,0.14036908321783442,0.12043841436221653,0.02715346635134996,0.12446523385467713
2008,17-2041,Chemical Engineers,Architecture and Engineering Occupations,0.04991051802226863,0.18283225606884346,0.17570288871359185,0.0012735759145581147,0.09310550278687021
2008,17-2051,Civil Engineers,Architecture and Engineering Occupations,0.08729530019914368,0.13151931036425998,0.182051026448685,0.0,0.09818817991953717
2008,17-2061,Computer Hardware Engineers,Architecture and Engineering Occupations,0.109432145963565,0.2629966339792404,0.07530172148445159,0.0,0.04835608925370432
2008,17-2071,Electrical Engineers,Architecture and Engineering Occupations,0.039899946795217425,0.2393835405876292,0.11989624138357999,0.0,0.09598220499538569
2008,17-2072,"Electronics Engineers, Except Computer",Architecture and Engineering Occupations,0.05464426644359042,0.20683124758550264,0.08928825848798343,0.005470074003719452,0.14484223676528551
2008,17-2081,Environmental Engineers,Architecture and Engineering Occupations,0.04096432197025222,0.1543796026384555,0.21232808866262282,0.0015938774150830353,0.09812936409983261
2008,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Architecture and Engineering Occupations,0.09727522883605638,0.17426741651510153,0.13483801164854275,0.0,0.07834224883676133
2008,17-2112,Industrial Engineers,Architecture and Engineering Occupations,0.08862330457372103,0.15006461477323538,0.15206279520656385,0.0060604261039044335,0.10450127530929232
2008,17-2121,Marine Engineers and Naval Architects,Architecture and Engineering Occupations,0.05383374964995902,0.17184645189797143,0.14867533836616037,0.010409803332658629,0.1042194843585821
2008,17-2131,Materials Engineers,Architecture and Engineering Occupations,0.0392250145783409,0.19657161782567875,0.15338278062100993,0.0,0.10920492337654299
2008,17-2141,Mechanical Engineers,Architecture and Engineering Occupations,0.046701075653268136,0.19222614817749148,0.19026921694732976,0.0065167905792521165,0.06285131722216647
2008,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering Occupations,0.09688399057675215,0.1427966104282188,0.13644118735806585,0.004768443495590564,0.10908577259630134
2008,17-2161,Nuclear Engineers,Architecture and Engineering Occupations,0.1035087334234179,0.15627944878247826,0.14527957816512269,0.0017602371987366636,0.09446164047489225
2008,17-2171,Petroleum Engineers,Architecture and Engineering Occupations,0.0855378879019586,0.17252568083907127,0.17602438220254452,0.0,0.059434788136561986
2008,17-3011,Architectural and Civil Drafters,Architecture and Engineering Occupations,0.030682084696881225,0.16934243137697358,0.1785439756908576,0.0260067043931348,0.1234566693886035
2008,17-3012,Electrical and Electronics Drafters,Architecture and Engineering Occupations,0.030690977591443135,0.2514363968506334,0.12960632100732955,0.007956591187339197,0.0992684448167602
2008,17-3013,Mechanical Drafters,Architecture and Engineering Occupations,0.02769484858712966,0.15605189352213314,0.21775100397929614,0.0177107798576583,0.10374463878376415
2008,17-3021,Aerospace Engineering and Operations Technologists and Technicians,Architecture and Engineering Occupations,0.07935397210866008,0.15350130215858,0.1086987525866584,0.010805333684587342,0.1451691177455799
2008,17-3022,Civil Engineering Technologists and Technicians,Architecture and Engineering Occupations,0.019431607639982258,0.12557139827726843,0.2498102046921075,0.005499820961339408,0.10803546580803189
2008,17-3023,Electrical and Electronic Engineering Technologists and Technicians,Architecture and Engineering Occupations,0.05053701400288624,0.14363047109147795,0.0749795618426449,0.03453812686072534,0.21999483075448342
2008,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Architecture and Engineering Occupations,0.027187282148998175,0.0423470209416925,0.13575092974380804,0.05464000418165209,0.2533648609636587
2008,17-3025,Environmental Engineering Technologists and Technicians,Architecture and Engineering Occupations,0.013561177987773988,0.0655920663574035,0.16390295068196614,0.039514703067299886,0.21495784821609876
2008,17-3026,Industrial Engineering Technologists and Technicians,Architecture and Engineering Occupations,0.11107830116331247,0.12390423132845577,0.13635747739021692,0.008477259563955456,0.12578780555518554
2008,17-3027,Mechanical Engineering Technologists and Technicians,Architecture and Engineering Occupations,0.037745634430636166,0.11088657043906329,0.11491090649655392,0.024376940509074196,0.21080507971881782
2008,17-3031,Surveying and Mapping Technicians,Architecture and Engineering Occupations,0.02880577601462605,0.07539798351571492,0.2144410958661988,0.03464929205205581,0.18173939097407188
2008,19-1011,Animal Scientists,"Life, Physical, and Social Science Occupations",0.06982090890072155,0.19374196390591675,0.16062613423427274,0.0,0.05821188429753369
2008,19-1012,Food Scientists and Technologists,"Life, Physical, and Social Science Occupations",0.04335547230793111,0.1667953500197348,0.1923056818730075,0.0034477337754502554,0.09645926736308022
2008,19-1013,Soil and Plant Scientists,"Life, Physical, and Social Science Occupations",0.07313510595617366,0.15686821996413347,0.14292858878437145,0.0032033174894496447,0.1036253799261724
2008,19-1021,Biochemists and Biophysicists,"Life, Physical, and Social Science Occupations",0.04366459639145193,0.1511607195543833,0.20196080440176573,0.009117416532397116,0.09377902247506754
2008,19-1022,Microbiologists,"Life, Physical, and Social Science Occupations",0.08347938298918131,0.1346842860884559,0.19178749232547224,0.011868300686825725,0.07411364224523886
2008,19-1023,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science Occupations",0.08851788617685534,0.18069443889345208,0.10979713723309181,0.0061941008533499525,0.09090984346841591
2008,19-1031,Conservation Scientists,"Life, Physical, and Social Science Occupations",0.10566604090656753,0.11728275577552988,0.10575672882080525,0.02617582602756407,0.11779362962283269
2008,19-1032,Foresters,"Life, Physical, and Social Science Occupations",0.10566064210035546,0.13475900499512442,0.09289397725114754,0.029563777320158677,0.11549976215720931
2008,19-1041,Epidemiologists,"Life, Physical, and Social Science Occupations",0.08333149740481446,0.20175974459516022,0.1849083490243743,0.0,0.02134678213463965
2008,19-1042,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science Occupations",0.1172254738892897,0.19347205579970914,0.13780532774427556,0.0,0.033380084223242484
2008,19-2011,Astronomers,"Life, Physical, and Social Science Occupations",0.01796951975854022,0.23458456695653998,0.20432948006055127,0.0,0.04007292816795971
2008,19-2012,Physicists,"Life, Physical, and Social Science Occupations",0.037240786320371665,0.22024770289439055,0.2092773672395772,0.001157866181456269,0.028828327544535945
2008,19-2021,Atmospheric and Space Scientists,"Life, Physical, and Social Science Occupations",0.06851287574152243,0.2079731787239009,0.17001349295115303,0.006006389669104529,0.06103312710843975
2008,19-2031,Chemists,"Life, Physical, and Social Science Occupations",0.07900901484450266,0.15131688534273569,0.1368245519431857,0.002696686188517075,0.1299667238243431
2008,19-2032,Materials Scientists,"Life, Physical, and Social Science Occupations",0.08562727058732206,0.17939458803828937,0.12672958420704802,0.0,0.10226943535348812
2008,19-2041,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science Occupations",0.055194614143034934,0.13994853594181786,0.1875279387422606,0.0005154228481910463,0.12147230527969372
2008,19-2042,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science Occupations",0.06434499378209878,0.17975271862603934,0.1990893091946119,0.0,0.055510617586425594
2008,19-2043,Hydrologists,"Life, Physical, and Social Science Occupations",0.08213019007074475,0.1938408685593752,0.1558670305159216,0.0,0.05246475858496436
2008,19-3011,Economists,"Life, Physical, and Social Science Occupations",0.064339473036712,0.2601321047651998,0.15651682602357134,0.0,0.015340652709605648
2008,19-3022,Survey Researchers,"Life, Physical, and Social Science Occupations",0.11803933946683504,0.19757143746309097,0.15736683150754543,0.0,0.019858537281434625
2008,19-3031,"Clinical, Counseling, and School Psychologists","Life, Physical, and Social Science Occupations",0.17642459328347432,0.18749931746951143,0.0964326446876333,0.0,0.003223346214098255
2008,19-3032,Industrial-Organizational Psychologists,"Life, Physical, and Social Science Occupations",0.13138317271980138,0.18314665528386062,0.15366378887799303,0.0,0.012147933318210942
2008,19-3041,Sociologists,"Life, Physical, and Social Science Occupations",0.07588198463008741,0.26311633663285194,0.12012864084370299,0.0,0.012282399566594307
2008,19-3051,Urban and Regional Planners,"Life, Physical, and Social Science Occupations",0.13831343275787644,0.18545920446517472,0.1252881786597185,0.010983578675775721,0.024287691757449666
2008,19-3091,Anthropologists and Archeologists,"Life, Physical, and Social Science Occupations",0.08251703806172078,0.20056170871923037,0.1629921115015311,0.0017396804818107332,0.027855562303133453
2008,19-3092,Geographers,"Life, Physical, and Social Science Occupations",0.045894608303050456,0.22006233911528011,0.19896928405563605,0.0,0.03094298935009968
2008,19-3093,Historians,"Life, Physical, and Social Science Occupations",0.154544675894796,0.1380164614783237,0.12105454512299593,0.017423638438293088,0.069471528952557
2008,19-3094,Political Scientists,"Life, Physical, and Social Science Occupations",0.0688973259094437,0.2694206830051107,0.12285761196119585,0.0,0.006652374228821754
2008,19-4010,Agricultural and Food Science Technicians,"Life, Physical, and Social Science Occupations",0.046222463149392976,0.07246055418184415,0.17256074631049814,0.022210880419993452,0.21486241392348981
2008,19-4021,Biological Technicians,"Life, Physical, and Social Science Occupations",0.055739578819904524,0.06228509491122907,0.21269084219798817,0.03033389365049491,0.1575995539609474
2008,19-4031,Chemical Technicians,"Life, Physical, and Social Science Occupations",0.004085025807706587,0.09997101679958345,0.24753016797494748,0.007441002338186269,0.17587647801614156
2008,19-4042,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science Occupations",0.021031890111148602,0.0764614928908472,0.1304179965636273,0.03312587937249799,0.23852804248680323
2008,19-4045,Geological and Petroleum Technicians,"Life, Physical, and Social Science Occupations",0.050606699668987294,0.11940872383635737,0.1548700254702267,0.018644107032131055,0.16538042826406202
2008,19-4051,Nuclear Technicians,"Life, Physical, and Social Science Occupations",0.08477616000669916,0.042269656800448516,0.1290461920957631,0.04075912747605111,0.2055195683588598
2008,19-4061,Social Science Research Assistants,"Life, Physical, and Social Science Occupations",0.04285628437034489,0.26446439392363164,0.17222561010430448,0.008028477196886487,0.01791179620645943
2008,19-4071,Forest and Conservation Technicians,"Life, Physical, and Social Science Occupations",0.040723377284868356,0.04532067664188923,0.04329862072498536,0.08261268776241364,0.25442572701107896
2008,19-4092,Forensic Science Technicians,"Life, Physical, and Social Science Occupations",0.03864163963329281,0.1090600360049181,0.1910720234687629,0.01143403428949802,0.14491919820102026
2008,19-5011,Occupational Health and Safety Specialists,"Life, Physical, and Social Science Occupations",0.11346339032106789,0.13674989799898754,0.11829391553614024,0.004881938528133377,0.10696344870673413
2008,19-5012,Occupational Health and Safety Technicians,"Life, Physical, and Social Science Occupations",0.10024196574011286,0.13191476733274643,0.0720382557178103,0.008970673379051608,0.1601425676278045
2008,21-1012,"Educational, Guidance, and Career Counselors and Advisors",Community and Social Service Occupations,0.22406880500833815,0.18638079068568864,0.0504794815694335,0.0,0.0
2008,21-1013,Marriage and Family Therapists,Community and Social Service Occupations,0.1602970883660142,0.16783152605545193,0.12159537096090361,0.0,0.017789076756271636
2008,21-1015,Rehabilitation Counselors,Community and Social Service Occupations,0.22219262744230606,0.1379305984988147,0.018989576673307973,0.051830337489452406,0.03387291832245401
2008,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",Community and Social Service Occupations,0.22303397850456042,0.16433612363870193,0.06528580315671664,0.0038223786097954923,0.0044942044996584595
2008,21-1021,"Child, Family, and School Social Workers",Community and Social Service Occupations,0.244392368049893,0.15515458230709395,0.054204325470135206,0.0,0.012620239486393962
2008,21-1022,Healthcare Social Workers,Community and Social Service Occupations,0.21540342244163974,0.14135134703908037,0.09467476748883896,0.016264171247002378,0.005479449369099716
2008,21-1023,Mental Health and Substance Abuse Social Workers,Community and Social Service Occupations,0.2392137237202027,0.15364641169612045,0.05436379455921246,0.012091544119460479,0.007416004885893791
2008,21-1091,Health Education Specialists,Community and Social Service Occupations,0.1810901671156763,0.18012763053983394,0.07283273423752724,0.0007353106535420782,0.031906743521838705
2008,21-1092,Probation Officers and Correctional Treatment Specialists,Community and Social Service Occupations,0.20828636249867566,0.1403002704014436,0.07418913993408731,0.007389361728674588,0.04076690348707582
2008,21-1093,Social and Human Service Assistants,Community and Social Service Occupations,0.22079894384566884,0.09167501183132298,0.06600895917300001,0.028412584789222897,0.06558266961076635
2008,21-2011,Clergy,Community and Social Service Occupations,0.1988834308690206,0.15865672089482324,0.07703599379682845,0.00024504714396564586,0.02704936618419823
2008,21-2021,"Directors, Religious Activities and Education",Community and Social Service Occupations,0.2612264789288122,0.13932615981581875,0.03426620271986884,0.005862265209201047,0.007785610632045447
2008,23-1011,Lawyers,Legal Occupations,0.14462410760124747,0.20209216241411856,0.11742162915880197,0.0,0.012001113802236126
2008,23-1012,Judicial Law Clerks,Legal Occupations,0.12131802406175615,0.2358197848654592,0.14259191979569744,0.0,0.0
2008,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal Occupations,0.12557051424244436,0.1899949883015069,0.17543606059325972,0.0,0.006081611506202629
2008,23-1022,"Arbitrators, Mediators, and Conciliators",Legal Occupations,0.16360292345139302,0.2206572794434924,0.07891456331786668,0.0,0.0024305944162585917
2008,23-1023,"Judges, Magistrate Judges, and Magistrates",Legal Occupations,0.17156395420425577,0.18152935800331269,0.11333847493943607,0.003675006727412758,0.00845985932827789
2008,23-2011,Paralegals and Legal Assistants,Legal Occupations,0.06966714502624594,0.21479032895319716,0.21647759159879282,0.015001235811399127,0.0016532346596398921
2008,23-2093,"Title Examiners, Abstractors, and Searchers",Legal Occupations,0.11725944741018302,0.23882167357123946,0.1427425866619707,0.0136398979714084,0.007829355045571947
2008,25-1011,"Business Teachers, Postsecondary",Educational Instruction and Library Occupations,0.10399994012173652,0.26156848476543615,0.09136708780177369,0.0,0.0026572907783889753
2008,25-1021,"Computer Science Teachers, Postsecondary",Educational Instruction and Library Occupations,0.08365695311613744,0.27284696800244956,0.09352974532259409,0.0,0.023250428958215483
2008,25-1022,"Mathematical Science Teachers, Postsecondary",Educational Instruction and Library Occupations,0.09357072871433142,0.2249782433146984,0.15144964266462219,0.0,0.0
2008,25-1031,"Architecture Teachers, Postsecondary",Educational Instruction and Library Occupations,0.11421124311408909,0.25603056412386327,0.06714483247035388,0.0,0.016683972874919975
2008,25-1032,"Engineering Teachers, Postsecondary",Educational Instruction and Library Occupations,0.09052834437744407,0.2417548023141175,0.11794506627831614,0.0,0.02350266962137748
2008,25-1041,"Agricultural Sciences Teachers, Postsecondary",Educational Instruction and Library Occupations,0.13413087056803824,0.214204227999864,0.08151284193228416,0.0,0.03030850970494947
2008,25-1042,"Biological Science Teachers, Postsecondary",Educational Instruction and Library Occupations,0.09443167881816598,0.2479675582345499,0.09654776629461327,0.0,0.01697257903501023
2008,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",Educational Instruction and Library Occupations,0.11195467226912506,0.23863698224702895,0.08476449323234138,0.0,0.02740677926222255
2008,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Educational Instruction and Library Occupations,0.09321600847287659,0.23864262758554183,0.11988407689834336,0.0,0.02278397169954386
2008,25-1052,"Chemistry Teachers, Postsecondary",Educational Instruction and Library Occupations,0.08122646297707718,0.2105096672644972,0.11226134124149692,0.0,0.06265937477795705
2008,25-1053,"Environmental Science Teachers, Postsecondary",Educational Instruction and Library Occupations,0.09940254281580038,0.2390022520201055,0.10968006347019456,0.0,0.016602060484405656
2008,25-1054,"Physics Teachers, Postsecondary",Educational Instruction and Library Occupations,0.08503651973499998,0.2699688073789691,0.09677735019462054,0.0,0.01725244201312279
2008,25-1061,"Anthropology and Archeology Teachers, Postsecondary",Educational Instruction and Library Occupations,0.08771699511884655,0.2548520373391816,0.11757110230682392,0.0,0.0
2008,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Educational Instruction and Library Occupations,0.120358330690423,0.24656047111906024,0.09160558831715106,0.0,0.0015593223864111738
2008,25-1063,"Economics Teachers, Postsecondary",Educational Instruction and Library Occupations,0.07465961807400742,0.2355968419722582,0.15495708709377262,0.0,0.004899892976393693
2008,25-1064,"Geography Teachers, Postsecondary",Educational Instruction and Library Occupations,0.1037691306301189,0.26858165843055215,0.07835253131736815,0.0,0.005419859194578016
2008,25-1065,"Political Science Teachers, Postsecondary",Educational Instruction and Library Occupations,0.10961029942807363,0.26320565665317475,0.08133250409525955,0.0,0.0003577545371129014
2008,25-1066,"Psychology Teachers, Postsecondary",Educational Instruction and Library Occupations,0.10375702138406251,0.25144511400803904,0.09707743867343441,0.0,0.0
2008,25-1067,"Sociology Teachers, Postsecondary",Educational Instruction and Library Occupations,0.12771686687135064,0.2512447016720024,0.0718324093510177,0.0,0.0021780497438868007
2008,25-1071,"Health Specialties Teachers, Postsecondary",Educational Instruction and Library Occupations,0.1273076763253778,0.2163450773117247,0.1071106667567019,0.0,0.011990512010462378
2008,25-1072,"Nursing Instructors and Teachers, Postsecondary",Educational Instruction and Library Occupations,0.16819184602242518,0.18132248494622816,0.09834457854310144,0.0,0.01633817256082211
2008,25-1081,"Education Teachers, Postsecondary",Educational Instruction and Library Occupations,0.15364379075014528,0.22646564799471278,0.06905890667005206,0.0,0.007195051678255865
