,Job Code,Job Title,Automation Index,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,Machine Control,General Physical Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Hazardous Task,Conflict Resolution,Management and Supervision
13,11-3111,Compensation and Benefits Managers,0.479644679636041,0.19167200409205207,0.10319909726512848,0.07118951098149151,0.017283395845432058,0.0825940048650507,0.0069234023816554715,0.07567060248339523,0.0,0.0,0.09548395898086454,0.06180468217627042,0.0336792768045941,0.10989471169807376,0.0,0.0,0.0,0.0,0.030356657342004482,0.07953805435606927
14,11-3131,Training and Development Managers,0.4590676945623478,0.14668755158978386,0.05953391964367116,0.07751388843887047,0.009639743507242202,0.07233330078930021,0.0259617443419932,0.04393242230861523,0.002439134138691769,0.0,0.1141599462544739,0.05341851154580594,0.06074143470866796,0.12588689592878982,0.0,2.8359726485695875e-05,0.0011815858062594069,0.0,0.01547424375112166,0.10920270664492306
15,11-9021,Construction Managers,0.4827025245472311,0.1026692013436488,0.04631595737811721,0.04158224351824595,0.014771000447285644,0.12240425616260305,0.050457111231045536,0.05214037668626127,0.018039616685857213,0.0017671515594390379,0.06438781976716572,0.039002000990853006,0.02538581877631273,0.1932412472738134,5.235466709032881e-05,0.018476345171475624,0.04493332833587412,0.02171052951640172,0.035244777164084994,0.07282391241888661
16,11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.468624420236575,0.1730146629237587,0.06756100355962437,0.08020160951244344,0.025252049851690904,0.06728320944099447,0.030187283058512388,0.028736111649469924,0.008359814733012163,0.0,0.07639414872467129,0.03478213564286106,0.041612013081810235,0.15193239914715054,0.0014522765135812831,0.0,0.003999771102873372,0.0070083461679693645,0.049075065363004884,0.09039693999972163
17,11-9032,"Education Administrators, Kindergarten through Secondary",0.468311584400535,0.15091593760708572,0.06616348898338419,0.06692073522591757,0.01783171339778393,0.09841798879853984,0.03629554928111567,0.054926697062222564,0.007195742455201597,0.0,0.08794630904569332,0.043064884087912786,0.04488142495778053,0.13103134894921611,0.0016137252993094738,0.002683004500722536,0.003502043258242,0.003140443787100237,0.04206733105876664,0.07802480104507524
18,11-9033,"Education Administrators, Postsecondary",0.4655970735753062,0.1599640788640114,0.07226458788828012,0.07052629606679116,0.01717319490894012,0.10013420786117937,0.045597133564521185,0.053338273482164265,0.0011988008144939086,0.0,0.10026952530786674,0.04347097572496805,0.056798549582898684,0.10522926154224874,0.0,0.0,0.0,0.0,0.030739275750941906,0.07448998579130682
19,11-9041,Architectural and Engineering Managers,0.4786708378274083,0.14744674383822565,0.07308292858772307,0.05025560197073743,0.02410821327976513,0.12952367523880545,0.032887875124808175,0.08279477798418072,0.013841022129816546,0.0,0.08066850944652297,0.03267367664962043,0.04799483279690254,0.12103190930385425,0.0,0.029794371447393792,0.003981426528676711,0.0004023080319534666,0.015341674540555518,0.07151212875527474
20,11-9051,Food Service Managers,0.4875364731170616,0.1622949954580847,0.04584144508578742,0.08212495167758478,0.03432859869471253,0.09504777602717553,0.039732412236310535,0.018440744351987573,0.006384478804530121,0.030490140634347282,0.03333882140509385,0.009384539528007498,0.023954281877086352,0.19685488022670755,0.0323974054258935,0.003529721462594424,0.002127670972898117,0.029009918106225236,0.06421487319810014,0.06557529106099612
21,11-9071,Gambling Managers,0.4811871119130748,0.14981903085038126,0.05021180673069029,0.07378151566219057,0.02582570845750041,0.0970665772107683,0.05164327813929434,0.0390696424357763,0.006353656635697671,0.0,0.060325400499857164,0.027463905731186098,0.03286149476867106,0.1739761033520681,0.013296239364468748,0.00476769916965995,0.005076429568662282,0.007415201222473641,0.0632377776091458,0.08018275641765768
22,11-9081,Lodging Managers,0.4707791275796951,0.1817573696470912,0.07058923101667552,0.08527032481322466,0.025897813817191005,0.06252675819090185,0.03831472171958196,0.022098798716638064,0.0021132377546818283,0.0,0.07862760262950294,0.03691276513596408,0.04171483749353885,0.1478673971121991,0.004830940544444937,0.0016659918686031962,0.012598512597044462,0.006027575475964832,0.04521071498099576,0.07753366164514591
23,11-9111,Medical and Health Services Managers,0.4768476756319242,0.15386217462956847,0.07623764923929205,0.0654787889503799,0.01214573643989654,0.1167633184777144,0.0419656912754631,0.06754657744769724,0.004436985424449511,0.002814064330104549,0.09697285227683096,0.061735563181033536,0.03523728909579744,0.10924933024781044,0.0,0.0,0.0,0.0,0.019108657677941204,0.09014067256986924
24,11-9121,Natural Sciences Managers,0.4733206264850374,0.15257003184283385,0.0910687765008909,0.04484008799893883,0.016661167343004116,0.1300609438924452,0.02647096429120582,0.09035584047259072,0.013234139128648672,0.0,0.11133140802709546,0.07006751608669343,0.04126389194040204,0.07935824272266286,0.0,0.0007844764015696339,0.002799714875696412,0.0073881625203107894,0.014833587267805459,0.05355230165728056
25,11-9131,Postmasters and Mail Superintendents,0.4823252337313106,0.17525352038576478,0.06596152468818266,0.07936380322704963,0.0299281924705325,0.09376461400732734,0.049251079466557504,0.03931230487193736,0.005201229668832479,0.0,0.05766648674803216,0.031045482216706312,0.026621004531325848,0.15564061259018636,0.005554294915983406,0.0,0.005343913775111226,0.012678399097698785,0.05518161560573963,0.0768823891956533
26,11-9141,"Property, Real Estate, and Community Association Managers",0.4780679349445981,0.18671803912900886,0.10698656036362902,0.0623594019991757,0.017372076766204145,0.05154245627281226,0.0035321522830902815,0.048010303989722,0.0,0.0,0.03883676707395252,0.02205718221498111,0.016779584858971408,0.20097067246882444,0.0,0.0,0.016523785731565346,0.0007192177057665278,0.05859583592325999,0.1251318331082326
27,11-9151,Social and Community Service Managers,0.4679292010733475,0.1846033193782044,0.08223810872756691,0.07804104959109731,0.024324161059540158,0.06273954532922989,0.022895503014389286,0.03704275694981148,0.0028012853650291342,0.0,0.1101192722965786,0.06018631168026318,0.049932960616315435,0.11046706406933464,0.0,0.0,0.004131681379215651,0.0029045688411033764,0.047122974777528435,0.056307839071487176
28,11-9161,Emergency Management Directors,0.4651629846383335,0.14398134994423528,0.05848862493178211,0.07132428963656293,0.014168435375890253,0.08713301790436978,0.035444712208100096,0.04317757310620806,0.008510732590061625,0.0,0.0996032625149068,0.05401406117222463,0.045589201342682184,0.13444535427482165,0.0,0.002315475177024265,0.02661532699374052,0.004170912128862222,0.02554452779850821,0.07579911217668643
29,11-9171,Funeral Home Managers,0.4662205423463288,0.2149803484171597,0.0884486515300351,0.10490257346249217,0.02162912342463249,0.04849096886760869,0.016072422653392582,0.028177562206500112,0.00030800239850449534,0.003932981609211503,0.034825402080037635,0.012035555789630364,0.022789846290407274,0.16792382298152267,0.0,0.0,0.06861442055523331,0.005562247630647596,0.05415770398360886,0.039589450812032884
30,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.4653468394274552,0.261185688780599,0.122931361260967,0.13727718867441238,0.000977138845219664,0.05795787984154401,0.04104391125070067,0.01691396859084333,0.0,0.0,0.07848988279509081,0.02633465249498116,0.05215523030010965,0.06771338801022135,0.0,0.0,0.0,0.0,0.06322442266183667,0.0044889653483846746
31,13-1020,Buyers and Purchasing Agents,0.4897635414213846,0.18587840485001195,0.1047804960591504,0.061778907296708825,0.019319001494152718,0.0977452737558809,0.028266591606847562,0.05802671522930804,0.011451966919725286,0.0,0.0570740381756754,0.029293622938426075,0.02778041523724932,0.14906582463981632,0.0,0.0,0.000756712123030822,0.0,0.06106325077849027,0.08724586173829522
32,13-1031,"Claims Adjusters, Examiners, and Investigators",0.5136329811540254,0.16168014488042393,0.12115070925303195,0.04052943562739197,0.0,0.1959216955673299,0.07214817907291728,0.11102816721406758,0.005339866908055043,0.007405482372289997,0.032859965639752645,0.011117698121061304,0.021742267518691342,0.12317117506651898,0.0,0.0,0.0,0.001965216210271733,0.09835367081479753,0.022852288041449724
33,13-1032,"Insurance Appraisers, Auto Damage",0.492651723586907,0.14000692106792628,0.09241741405092284,0.047589507017003436,0.0,0.12024148690894385,0.03612400047108474,0.05066026340981625,0.017383281513787947,0.016073941514254883,0.02864870648064677,0.018325046132667163,0.010323660347979607,0.2037546091293901,0.0009472020115057614,0.006950493972764925,0.0935826734471244,0.0052809313921438825,0.07987232559439436,0.01712098271145684
34,13-1041,Compliance Officers,0.4875155888064709,0.14565860184176938,0.10102353899313288,0.0430583723343111,0.0015766905143254073,0.1653130392380608,0.08537234692505756,0.0761916119088039,0.002473492446870434,0.0012755879573288936,0.06488710302289986,0.03237896398123079,0.03250813904166908,0.11165684470374088,0.0,0.006974517369743932,0.056381124413502175,0.000575286491923456,0.039380740539071535,0.008345175889499772
35,13-1051,Cost Estimators,0.4999237535862273,0.12010971450891444,0.10198136202886092,0.016662538487538466,0.0014658139925150366,0.1927853063030646,0.04232737830567166,0.1313878590654164,0.01907006893197656,0.0,0.0816538300315118,0.04746379055649732,0.034190039475014485,0.10537490274273648,0.0,0.002882830037413412,0.005784880714582179,0.0,0.019932409792456862,0.07677478219828403
36,13-1071,Human Resources Specialists,0.4871512751285073,0.23362152197680394,0.14862608772008312,0.05291452509283396,0.03208090916388687,0.07002553228367947,0.031151858075256483,0.03375909041149834,0.0,0.005114583796924675,0.059631367957231236,0.03156440483670738,0.02806696312052385,0.1238728529107926,0.00019796389777309832,0.0,0.0012883136101189039,0.0019712283230182413,0.06738025050003592,0.05303509657984645
37,13-1081,Logisticians,0.474277570821924,0.1539158963981307,0.07581277313214177,0.06848185811595063,0.009621265150038293,0.10184517253141699,0.046538694305138274,0.050872853907085125,0.004433624319193619,0.0,0.10859659120911963,0.06507540246816491,0.04352118874095472,0.10991991068325672,0.0,0.003673944432384801,0.0049637017664829475,0.001248704690240347,0.015276695368669643,0.08475686442547897
38,13-1111,Management Analysts,0.4655517312766563,0.12967682819489398,0.07175316190191826,0.04864000967900618,0.009283656613969585,0.12575375962518714,0.023685896302633888,0.08762313509744901,0.014444728225104253,0.0,0.13529062520239424,0.0843391320078135,0.05095149319458074,0.07483051825418087,0.0,0.0,0.0,0.0,0.015514252917823898,0.05931626533635699
39,13-1121,"Meeting, Convention, and Event Planners",0.4689321140864829,0.1838932287627823,0.07815533702782927,0.08056781061960826,0.02517008111534476,0.07465039041754194,0.02629300035168752,0.035774190388359384,0.0031442302884894502,0.009438969389005595,0.07848886897509219,0.04696133421546357,0.03152753475962864,0.13189962593106647,0.00224423053224452,0.00764890589532632,0.012488506892718541,0.0024694800394293127,0.03656534247895064,0.07048316009239712
40,13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.4971704352862732,0.17252016071366294,0.13385077594918576,0.038669384764477184,0.0,0.1781843145662214,0.05191258724437044,0.12220262767386945,0.0,0.004069099647981524,0.10229231292542867,0.07380170864711152,0.028490604278317143,0.04417364708096015,0.0,0.0,0.0,0.0,0.016294177020307627,0.027879470060652528
41,13-1151,Training and Development Specialists,0.4507293826253169,0.1593712462480511,0.07173784706729026,0.07205463818342525,0.015578760997335584,0.07638774185906314,0.02618361516844886,0.048919372587909495,0.0012847541027047845,0.0,0.12931993224516108,0.057330032812281925,0.07198989943287917,0.08565046227304159,0.0,0.0,0.003015566999354745,0.0,0.010285112437856537,0.07234978283583031
42,13-1161,Market Research Analysts and Marketing Specialists,0.4735295583691222,0.1420123070104618,0.11123881565478648,0.030773491355675336,0.0,0.17847708346247354,0.04893729955369478,0.12470858935552792,0.0048311945532508605,0.0,0.12815069964407488,0.07007101069284535,0.05807968895122952,0.02488946825211195,0.0,0.0,0.0,0.0,0.0003817407315894084,0.02450772752052254
43,13-2011,Accountants and Auditors,0.5036748949650675,0.13720654712690386,0.0997815664683369,0.030019915983794106,0.007405064674772832,0.203521391399318,0.08160503476224835,0.12076400886941775,0.0011523477676518242,0.0,0.07914942195752514,0.044409531685849615,0.03473989027167551,0.08379753448132055,0.0,0.0,0.0,0.0,0.01773172431973926,0.06606581016158128
44,13-2020,Property Appraisers and Assessors,0.5038747359074136,0.14353035696283267,0.12765363731956345,0.015876719643269227,0.0,0.23659022155676,0.06512160574270705,0.16325929172724624,0.00820932408680666,0.0,0.04227844653810614,0.017896334126217602,0.02438211241188854,0.08147571084971493,0.0,0.0,0.06949056469437873,0.0,0.005757211255639556,0.006227934899696645
45,13-2031,Budget Analysts,0.5198815215983654,0.15721436837401148,0.11939796167392387,0.014132592798820188,0.023683813901267427,0.23807098853570005,0.06927686629896332,0.1558992108439828,0.012894911392753913,0.0,0.07091928307142145,0.044661982174497294,0.02625730089692416,0.05367688161723237,0.0,0.0,0.0,0.0,0.011158261042498684,0.042518620574733684
46,13-2041,Credit Analysts,0.5331769828844127,0.15531872321958284,0.14676066032010035,0.003858628332798953,0.00469943456668354,0.31757060530491915,0.1132913744875724,0.20427923081734675,0.0,0.0,0.04483511723180676,0.01710720172129035,0.027727915510516413,0.015452537128103997,0.0,0.0,0.0,0.0,0.0,0.015452537128103997
47,13-2052,Personal Financial Advisors,0.4800856472740016,0.17805630707849152,0.10665120025514148,0.07140510682335002,0.0,0.14330686511720528,0.024748929940661083,0.11810420953130026,0.0004537256452439613,0.0,0.1011946122636308,0.06294991356378771,0.0382446986998431,0.05752786281467396,0.0,0.0,0.0,0.0,0.02368195803169508,0.033845904782978886
48,13-2053,Insurance Underwriters,0.5071745469182533,0.1993686753418391,0.1581007606346172,0.041267914707221916,0.0,0.18785257687078247,0.048274901568530273,0.1378021614615693,0.0,0.0017755138406829918,0.05431237198085125,0.02508456903111105,0.029227802949740193,0.06564092272478028,0.0,0.0,0.0,0.0,0.057880808874726214,0.0077601138500540566
49,13-2061,Financial Examiners,0.4856099842269741,0.16179024777449175,0.08398324946449029,0.05574493177137622,0.022062066538625275,0.17449211295331302,0.06910570608742089,0.10500166568052564,0.0003847411853664792,0.0,0.10259596977989023,0.0569521233870356,0.04564384639285463,0.046731653719279086,0.0,0.0,0.0,0.0,0.0095605020198833,0.03717115169939578
50,13-2071,Credit Counselors,0.4953467330007484,0.20769846258232685,0.1640068297422911,0.043691632840035716,0.0,0.15210125159434282,0.04470900244571396,0.0987334402063382,0.0,0.00865880894229066,0.07619401238786251,0.03496534794190538,0.04122866444595713,0.059353006436216216,0.0,0.0,0.0,0.0,0.05574545465278469,0.00360755178343153
51,13-2072,Loan Officers,0.4987175601090685,0.2335441271775404,0.14255035499778484,0.06513575099716802,0.02585802118258754,0.15200390426569593,0.036685704714498786,0.11509485907952048,0.00015898838573365765,6.435208594300049e-05,0.04960214135064495,0.024596976563877646,0.02500516478676731,0.06356738731518727,0.0,0.0,0.0,0.0,0.047921953216438926,0.015645434098748343
52,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.5108939263309997,0.1962657840001416,0.13446030974306009,0.06180547425708152,0.0,0.21495854636026204,0.0926510472977515,0.11721565229761555,0.0009076586545280306,0.0041841881103669475,0.037270723402788905,0.01176020344504845,0.02551051995774046,0.062398872567807184,0.0,0.0,0.0,0.0,0.05653871535726394,0.005860157210543254
53,13-2082,Tax Preparers,0.5360866145862109,0.1815912913261368,0.16734786909543128,0.014243422230705504,0.0,0.3008162360948836,0.09983054732974754,0.2005437099273435,0.0,0.0004419788377925723,0.025960699337134976,0.012617412870247442,0.013343286466887537,0.027718387828055517,0.0,0.0,0.0,0.0,0.012900070578049695,0.014818317250005824
54,13-2098,Financial and Investment Analysts,0.5035196418758667,0.15108488607038895,0.1301886422376296,0.015660209744149573,0.005236034088609754,0.2436873605004789,0.055442196166502325,0.16078624481174966,0.027458919522226947,0.0,0.09938239458154788,0.04029835344117488,0.059084041140373016,0.00936500072345095,0.0,0.0,0.0,0.0,0.001094355625812524,0.008270645097638427
55,15-1211,Computer Systems Analysts,0.5048301829956484,0.14483901475695246,0.11139880806775784,0.01377506189794294,0.019665144791251674,0.18749287451078134,0.09506959524348034,0.0783425018967609,0.0,0.014080777370540126,0.11873894277546372,0.07616303454467402,0.042575908230789716,0.05375935095245092,0.0,0.03839100371470206,0.0,0.0003644148641165088,0.0015033034598309625,0.013500628913801393
56,15-1221,Computer and Information Research Scientists,0.4819459144947146,0.11912926350632293,0.09944770356249467,0.012798450369107343,0.006883109574720906,0.18788245381952884,0.053102227703623016,0.119343045754389,0.015437180361516813,0.0,0.139907872067129,0.08651967304416737,0.05338819902296161,0.03502632510173385,0.0,0.012073417398160712,0.0,0.0,0.0,0.022952907703573142
57,15-1232,Computer User Support Specialists,0.4951724223684206,0.18772465295213314,0.1466727457498477,0.029653526662205144,0.01139838054008031,0.10103517345014526,0.056565167185181814,0.012248267327873586,0.019547428781018242,0.012674310156071615,0.08717851902086232,0.053551261412376906,0.033627257608485416,0.11923407694527995,0.004185934047215672,0.09870611248536447,0.0015759678908301422,0.0,0.002472286354642809,0.012293776167226845
58,15-1244,Network and Computer Systems Administrators,0.5014151465368104,0.10978803662697248,0.09915986627752796,0.009939012524245444,0.0006891578251990647,0.1361791204148142,0.05750449017937227,0.05598524034108568,0.021702648806625653,0.0009867410877305756,0.12135638843419284,0.08950218917043476,0.03185419926375807,0.13409160106083096,0.0,0.10873989898131947,0.0,0.002207591013764466,0.0017746265475377945,0.0213694845182092
59,15-1245,Database Administrators,0.5062492135519272,0.13675951344646547,0.11117458314090327,0.0049213104409720895,0.02066361986459011,0.2041083348640052,0.09584139077572516,0.09039392401548403,0.010831510070529458,0.0070415100022665576,0.12174859551146575,0.08046638199861998,0.0412822135128458,0.043632769729990716,0.0,0.03687522024912412,0.0,0.0,0.0,0.0067575494808665895
60,15-1251,Computer Programmers,0.5058973378341601,0.14808955423503084,0.1446939663401291,0.0018959028964529,0.0014996849984488575,0.19697542576958896,0.0485056007972095,0.12978091961955726,0.01621405612352566,0.0024748492292965604,0.11998133847893185,0.08846653823386902,0.03151480024506281,0.04085101935060845,0.0,0.02330846446234812,0.0,0.0,0.0,0.017542554888260332
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.4971237229972896,0.17266991264710085,0.14258409008303854,0.0021135020561174533,0.02797232050794482,0.15644872580079086,0.06555965400736796,0.09088907179342287,0.0,0.0,0.15217217944859324,0.10627043932955646,0.04590174011903679,0.015832905100804692,0.0,0.009674554093991063,0.0,0.0,0.0008594051681740305,0.0052989458386396
62,15-2011,Actuaries,0.5006961930171194,0.09737298324261946,0.0893799897670445,0.007559602357342088,0.0004333911182328747,0.2462229290482619,0.08222267287585151,0.15009997690144308,0.013900279270967292,0.0,0.11403308750383245,0.07794691981335551,0.036086167690476914,0.04306719322240557,0.0,0.0,0.0,0.0,0.009079598181040646,0.033987595041364935
63,15-2021,Mathematicians,0.4941263982134146,0.0936911367725356,0.0936911367725356,0.0,0.0,0.2732082441343624,0.07588872528998808,0.18379011570557108,0.01352940313880322,0.0,0.12327293485584155,0.051074696329506585,0.07219823852633496,0.003954082450675011,0.0,0.002000043808523993,0.0,0.0,0.0,0.0019540386421510168
64,15-2031,Operations Research Analysts,0.4847727043297233,0.11984645433336928,0.11112581287509976,0.006029064002930208,0.002691577455339311,0.20197710401652053,0.03853240714061297,0.1530388276231427,0.01040586925276492,0.0,0.14448807168081335,0.08546218597984105,0.05902588570097229,0.018461074299020042,0.0,0.0,0.0,0.0,0.004830794235319907,0.013630280063700132
65,15-2041,Statisticians,0.5014759605226724,0.12821988420603228,0.126082346421559,0.0021375377844732825,0.0,0.27477430813493786,0.07722085827400739,0.18828476351898,0.009268686341950496,0.0,0.09583208668412804,0.045751158910070235,0.05008092777405779,0.0026496814975742284,0.0,5.103705464855743e-05,0.0,0.0,0.0,0.002598644442925671
66,17-1011,"Architects, Except Landscape and Naval",0.4778924315873666,0.10235730907357124,0.06345035116115733,0.031101665126722626,0.007805292785691295,0.13116588504750734,0.06709224560082136,0.052663860839482345,0.008923810403321793,0.002485968203881845,0.10618460752840796,0.054651823407003225,0.05153278412140473,0.13818462993788,0.0,0.034112220622398194,0.028300503058046364,0.0,0.01445929068306939,0.061312615574366076
67,17-1012,Landscape Architects,0.4643394005880182,0.14763107734314435,0.08264756314050473,0.06143522706278062,0.0035482871398590096,0.1029282186835765,0.04444912166410798,0.051095244141150666,0.007383852878317873,0.0,0.09970488763623772,0.0568327095034054,0.04287217813283233,0.1140752169250596,0.0,0.029389587910986774,0.008156980786801337,0.0,0.009684806446499588,0.06684384178077189
68,17-1021,Cartographers and Photogrammetrists,0.5078882760349573,0.14679669874923318,0.11401041735455456,0.016601224202661156,0.016185057192017457,0.24442705587395305,0.07520531370687278,0.12456061743232184,0.027023895511223545,0.017637229223534827,0.0494344745403686,0.024496428131268937,0.02493804640909966,0.06723004687140254,0.0,0.0408551134789078,0.009923998370198134,0.0,0.003920319373241888,0.012530615649054718
69,17-1022,Surveyors,0.49280821210268,0.08154223047263333,0.04872337436939852,0.026065564918069783,0.006753291185165029,0.17136238570599086,0.04446624428590535,0.08080686137953044,0.020785001950821454,0.0253042780897336,0.03692363745208035,0.0185842899774206,0.018339347474659755,0.2029799584719756,0.01941737196194986,0.033337540733429136,0.07984346462977869,0.024031918368573088,0.009050768131930042,0.03729889464631474
70,17-2011,Aerospace Engineers,0.4836890747628792,0.1017448974100506,0.07406942842777538,0.013475126856528722,0.01420034212574651,0.20094707627071626,0.06430040014857193,0.12626270929838482,0.010383966823759468,0.0,0.13067447987993136,0.07982752384036522,0.05084695603956613,0.05032262120218098,0.0,0.029772969669434542,0.005241013622264191,0.0020121083409027703,0.004877358305539947,0.008419171264039535
71,17-2021,Agricultural Engineers,0.4818493633508306,0.09437225987269887,0.07213111097846264,0.01877076879609881,0.0034703800981374213,0.16310629200753862,0.06401539494663074,0.08405111026471895,0.01503978679618894,0.0,0.10324878155929687,0.07347919602230274,0.02976958553699413,0.12112202991129625,0.00035462279346856713,0.0360861487642172,0.03916282280484579,0.003114902911028562,0.007507330393160309,0.03489620224457582
72,17-2031,Bioengineers and Biomedical Engineers,0.4829229639241968,0.0945156237185374,0.07200386010108087,0.01765645297732209,0.004855310640134438,0.15561254543835892,0.049874433737745485,0.09034398884312574,0.015394122857487709,0.0,0.1216055206365522,0.07728207065523746,0.044323449981314746,0.1111892741307482,0.0,0.05841779488883199,0.002529865221526505,0.003203298914005052,0.010640203904471915,0.036398111201912726
73,17-2041,Chemical Engineers,0.4928155388934491,0.06848778599452145,0.05103206124890056,0.007894918651647511,0.00956080609397337,0.2060790819439268,0.07434888183384193,0.10772944611885876,0.024000753991226108,0.0,0.10640908931853826,0.06913573677551138,0.03727335254302688,0.11183958163646256,0.0,0.030422560848951587,0.016978971986879945,0.021455623042183892,0.009767976472724151,0.033214449285722994
